Symbol,Company Name,Date-Start,Date-End,Sector,Delisting-Date
RSHX,Rockshox Inc,1996-09-27,2000-10-30,Financial,2000-10-30
RSII,Rsi Holdings Inc,1999-08-11,2000-04-05,Industrials,2005-03-21
RSIS,Rsi Systems Inc,1995-07-25,1999-12-20,Industrials,1999-12-20
RSLCF,Rsl Communications Ltd.,1997-10-01,1999-03-10,Communication Services,2000-12-28
RSLN,Roslyn Bancorp Inc,1997-01-13,2003-10-31,Financial,2003-10-31
RSND,Resound Corp,1993-03-04,1999-07-06,Healthcare,1999-07-06
RSNT,Resonate Inc,2000-08-03,2003-03-31,Communication Services,2003-03-31
RSPI,Respirerx Pharmaceuticals Inc,,2022-02-02,Healthcare,2022-02-02
RSPNQ,Response Usa Inc,,2000-09-12,Consumer Discretionary,2000-09-12
RSPP,Rsp Permian Inc,2014-01-17,2018-07-18,Energy,2018-07-18
RST,Rosetta Stone Inc,1962-07-02,2020-10-14,Technology,2020-10-14
RSTA,Rosetta Inpharmatics Inc,2000-08-03,2001-07-19,Healthcare,2001-07-19
RSTI,Rofin Sinar Technologies Inc,1996-09-26,2016-11-07,Technology,2016-11-07
RSTO,Restoration Hardware Inc,1977-03-09,2008-06-17,Technology,2008-06-17
RSTR,Rstar Corp,2001-03-21,2004-02-18,Energy,2004-04-07
RSV,Rental Service Corp,1997-05-22,1999-07-29,Industrials,1999-07-29
RSVP,Preiss Byron Multimedia Co Inc,,1998-10-27,Communication Services,1998-10-27
RSYS,Radisys Corp,1983-09-29,2018-12-11,Communication Services,2018-12-11
RT,Ruby Tuesday Inc,1968-06-28,2017-12-21,Consumer Discretionary,2017-12-21
RT.A,Ryerson Tull Inc,,1999-02-25,Materials,1999-02-25
RTB,Telebras Brazilian Telecommunications,1998-10-13,2001-03-19,Communication Services,2001-03-19
RTCJF,Baijiayun Group Ltd.,,2025-05-14,,2025-05-14
RTEC,Rudolph Technologies Inc,1983-09-21,2019-10-25,Technology,2019-10-25
RTEX,Railtex Inc,1972-12-14,2000-02-04,Industrials,2000-02-04
RTHMQ,Rhythms Net Connections Inc,,2001-05-29,Communication Services,2001-05-29
RTI,Rti International Metals Inc,1962-07-02,2015-07-22,Materials,2015-07-22
RTKHQ,Rentech Inc,,2018-04-16,Energy,2018-04-16
RTL,Necessity Retail Reit Inc,2007-05-04,2023-09-11,Real Estate,2023-09-11
RTLC,Raytel Medical Corp,2001-05-23,2001-06-11,Healthcare,2002-06-03
RTLR,Rattler Midstream Lp,2019-05-23,2022-08-23,Energy,2022-08-23
RTLX,Retalix Ltd.,2000-11-20,2013-02-05,Technology,2013-02-05
RTN,Raytheon Co.,1962-07-02,2020-04-02,Industrials,2020-04-02
RTNB,Root9b Holdings Inc,2016-12-21,2017-11-14,Financial,2017-11-09
RTPRQ,Retail Pro Inc,,2008-12-17,Consumer Discretionary,2008-12-17
RTRN,Return Assured Inc,2000-10-19,2001-08-02,Communication Services,2001-08-02
RTSX,Radiation Therapy Services Inc,2004-06-18,2008-02-21,Technology,2008-02-21
RTWIQ,Rtw Retailwinds Inc,,2021-01-04,Consumer Discretionary,2021-01-04
RTY,Security Capital U S Realty,1999-06-24,2001-01-16,Real Estate,2001-01-16
RUBO,Rubios Restaurants Inc,1999-05-21,2010-08-24,Consumer Discretionary,2010-08-24
RUBY,Rubius Therapeutics Inc,2018-07-18,2023-03-06,Healthcare,2023-03-06
RUE,Rue21 Inc,2009-11-13,2013-10-10,Consumer Discretionary,2013-10-10
RUHN,Ruhnn Holding Ltd.,2019-04-03,2021-04-19,Consumer Discretionary,2021-04-19
RUNI,Reunion Industries Inc,1996-04-22,2000-03-22,Communication Services,2007-04-13
RURL,Rural Metro Corp,1993-07-16,2011-06-30,Industrials,2011-06-30
RUSMF,Russel Metals Inc,1998-05-26,1999-07-12,Materials,2000-09-29
RUTH,Ruths Hospitality Group Inc,2005-08-09,2023-06-13,Healthcare,2023-06-13
RUTX,Republic Companies Group Inc,2005-08-03,2006-12-06,Communication Services,2006-12-06
RVBD,Riverbed Technology Inc,2006-09-21,2015-04-24,Technology,2015-04-24
RVDP,Riverdeep Group PLC,2000-03-13,2002-10-03,Financial,2002-10-03
RVEE,Holiday Rv Superstores Inc,1987-10-27,2003-02-20,Consumer Discretionary,2003-02-20
RVEN,Reven Housing Reit Inc,2016-08-30,2019-11-01,Real Estate,2019-11-01
RVEP,Rio Vista Energy Partners Lp,2004-10-01,2009-12-16,Energy,2010-02-26
RVFD,Riviana Foods Inc,1995-03-07,2004-09-02,Consumer Staples,2004-09-02
RVHLQ,Riviera Holdings Corp,,2011-02-02,Consumer Discretionary,2011-02-02
RVIC,Retail Value Inc,,2022-04-06,Consumer Discretionary,2022-04-06
RVLPQ,Rvl Pharmaceuticals PLC,,2023-10-20,Healthcare,2023-10-20
RVLT,Revolution Lighting Technologies Inc,2012-11-15,2019-10-11,Technology,2020-10-05
RVM,Revett Minerals Inc,2011-05-09,2015-06-15,Materials,2015-06-15
RVNC,Revance Therapeutics Inc,2014-02-06,2024-12-31,Healthcare,2025-02-05
RVR,White River Capital Inc,1963-11-21,2013-02-14,Energy,2013-02-14
RVSIQ,Robotic Vision Systems Inc,,2005-10-18,Technology,2005-10-18
RVWD,Ravenswood Winery Inc,1999-04-09,2001-07-02,Financial,2001-07-02
RWAV,Rogue Wave Software Inc,1996-11-22,2003-12-19,Technology,2003-12-19
RWDT,Rwd Technologies Inc,1997-06-19,2003-09-15,Utilities,2003-09-15
RWGE,Regalwood Global Energy Ltd.,2018-01-22,2019-12-13,Energy,2019-12-13
RWKSQ,Railworks Corp,,2001-09-20,Industrials,2001-09-20
RWY,Rent Way Inc,1998-10-08,2006-11-14,Consumer Discretionary,2006-11-14
RX,Ims Health Inc,1962-07-02,2010-02-25,Healthcare,2010-02-24
RXDX,Prometheus Biosciences Inc,2014-03-14,2023-06-15,Healthcare,2023-06-15
RXPC,Radient Pharmaceuticals Corp,,2011-09-12,Healthcare,2011-09-12
RXSD,Rexall Sundown Inc,1993-06-18,2000-07-10,Healthcare,2000-07-10
RYC,Raychem Corp,1962-07-02,1999-08-12,Communication Services,1999-08-12
RYG,Royal Group Technologies Ltd.,1996-04-02,2006-10-03,Energy,2006-10-03
RYL,Ryland Group Inc,1980-10-27,2015-09-30,Industrials,2015-09-30
RYOU,Ramsay Youth Services Inc,1999-01-04,2003-06-30,Healthcare,2003-06-30
RYZB,Rayzebio Inc,2023-09-15,2024-02-23,Healthcare,2024-02-23
RZA,Reinsurance Group Of America Inc,,2022-12-14,Financial,2022-12-14
RZT,Resortquest International Inc,1998-05-20,2003-11-20,Communication Services,2003-11-20
RZTIQ,Raser Technologies Inc,,2011-09-21,Energy,2011-09-21
SAAS,Incontact Inc,2009-01-02,2016-11-11,Technology,2016-11-11
SAB,Saratoga Investment Corp,1970-02-17,2012-12-07,Financial,2020-02-06
SABI,Swiss Army Brands Inc,1996-05-23,2002-08-28,Consumer Discretionary,2002-08-26
SACC,Sachem Capital Corp,1984-01-23,1984-11-09,Materials,2024-12-27
SAE,Super Sol Ltd.,1997-10-01,2002-12-24,Real Estate,2002-12-24
SAESY,Saes Getters SpA,1996-05-23,2003-07-18,Healthcare,2003-07-14
SAEXQ,Saexploration Holdings Inc,,2020-12-18,,2020-12-18
SAF,Saratoga Investment Corp,1963-12-02,2008-09-22,Financial,2021-08-30
SAFM,Sanderson Farms Inc,1987-05-19,2022-07-21,Communication Services,2022-07-21
SAGE,Sage Therapeutics Inc,1981-03-17,2024-12-31,Healthcare,2025-07-31
SAGI,Sage Inc,1999-11-11,2002-02-19,Communication Services,2002-02-19
SAJA,Sajan Inc,2014-09-04,2017-07-19,Technology,2017-07-19
SAK,Saratoga Investment Corp,,2022-07-13,Financial,2022-07-13
SAL,Salisbury Bancorp Inc,1962-07-02,2023-08-11,Financial,2023-08-11
SALDQ,Fresh Choice Inc,,2005-06-20,Consumer Staples,2005-06-20
SALE,Retailmenot Inc,2013-07-19,2017-05-22,Consumer Discretionary,2017-05-22
SALM,Salem Media Group Inc,1992-06-03,2024-01-18,Communication Services,2024-01-18
SAMB,Sun American Bancorp,2007-03-22,2009-12-18,Financial,2010-12-06
SAMC,Samsonite Corp,1980-11-20,2002-01-14,Consumer Discretionary,2007-10-26
SAND,Sandstorm Gold Ltd.,1972-12-14,2024-12-31,Energy,2025-10-17
SANW,S&w Seed Co.,2010-06-14,2024-12-31,Utilities,2025-08-05
SANYY,Sanyo Electric Co Ltd.,1977-04-05,2006-10-31,Utilities,2011-04-21
SAOSA,Smith A O Corp,,2009-04-16,Industrials,2009-04-16
SAPE,Sapient Corp,1996-04-04,2015-02-05,Communication Services,2015-02-05
SAQ,Saratoga Investment Corp,,2016-12-20,Financial,2016-12-20
SARAQ,Saratoga Resources Inc,,2015-12-04,Consumer Staples,2015-12-04
SASR,Sandy Spring Bancorp Inc,1996-04-17,2024-12-31,Financial,2025-03-31
SATCQ,Satcon Technology Corp,,2014-04-04,Technology,2014-04-04
SATH,Summit America Television Inc,1995-06-09,2004-04-14,Communication Services,2004-04-14
SATX,Satixfy Communications Ltd.,2022-10-28,2024-12-31,Communication Services,2025-07-01
SAUC,Diversified Restaurant Holdings Inc,2015-11-09,2020-02-25,Consumer Discretionary,2020-02-25
SAVB,Savannah Bancorp Inc,1990-04-10,2012-12-12,Financial,2012-12-12
SAVEQ,Spirit Airlines Inc,,2024-11-18,Financial,2024-11-18
SAVLY,Saville Systems PLC,1995-11-16,1999-10-07,Energy,1999-10-07
SAYPY,Satyam Computer Services Ltd.,,2012-03-12,Technology,2012-03-12
SBA,Sbarro Inc,1962-07-02,1999-09-28,Consumer Discretionary,1999-09-28
SBAN,Southbanc Shares Inc,1998-04-15,2001-11-16,Financial,2001-11-16
SBAS,Starbase Corp,1996-09-04,2003-01-07,Technology,2003-01-07
SBAY,Subaye Inc,2010-03-16,2011-04-07,,2012-11-27
SBBA,Scorpio Tankers Inc,,2025-02-28,Energy,2025-02-28
SBBC,Scorpio Tankers Inc,,2019-03-19,Energy,2019-03-19
SBBG,Seibels Bruce Group Inc,,2000-11-10,Communication Services,2000-11-10
SBBP,Strongbridge Biopharma PLC,2015-10-16,2021-10-05,Healthcare,2021-10-05
SBBX,Sb One Bancorp,2006-10-04,2020-07-31,Financial,2020-07-31
SBCO,Southside Bancshares Corp,1993-04-27,2001-09-28,Materials,2001-09-28
SBCP,Sunshine Bancorp Inc,2014-07-15,2017-12-29,Financial,2017-12-29
SBGA,Summit Bank Corp,1996-10-18,2006-12-29,Financial,2006-12-29
SBIB,Sterling Bancshares Inc,1992-10-22,2011-07-27,Financial,2011-07-27
SBIG,Springbig Holdings Inc,1978-11-01,2023-09-01,Technology,2023-09-01
SBII,Sandbridge X2 Corp,2021-04-30,2022-11-29,,2022-11-29
SBKCQ,Security Bank Corp,,2009-11-12,Financial,2009-11-12
SBL,Symbol Technologies Inc,1988-01-28,2007-01-09,Technology,2007-01-09
SBLUQ,Sonicblue Inc,,2003-10-16,Financial,2003-10-16
SBMC,Connecticut Bancshares Inc,2000-03-02,2004-04-01,Financial,2004-04-01
SBN,Softbrands Inc,1962-07-02,2009-08-13,Technology,2009-08-13
SBNA,Scorpio Tankers Inc,,2020-05-14,Energy,2020-05-14
SBNB,Scorpio Tankers Inc,,2017-10-13,Energy,2017-10-13
SBNY,Signature Bank Corp,2004-03-23,2023-03-10,Financial,2023-03-28
SBO,Showboat Inc,1973-02-16,1998-06-01,Communication Services,1998-06-01
SBOW,Silverbow Resources Inc,2017-05-05,2024-07-29,Energy,2024-07-29
SBP,Santander Bancorp,1962-07-02,2010-07-29,Financial,2010-07-29
SBRG,Santa Barbara Restaurant Group Inc,1985-05-24,2002-03-01,Consumer Discretionary,2002-03-01
SBSAA,Spanish Broadcasting System Inc,,2022-06-24,Communication Services,2022-06-24
SBSE,Sbs Technologies Inc,1992-01-09,2006-06-06,Utilities,2006-06-06
SBT,Sterling Bancorp Inc,1992-07-31,2024-12-31,Financial,2025-03-31
SBTK,Sabratek Corp,1981-10-23,1999-11-02,,1999-11-02
SBUFQ,Staceys Buffet Inc,,2000-04-05,Consumer Staples,2000-04-05
SBX,Seabright Holdings Inc,2008-11-06,2013-02-07,Financial,2013-02-07
SBXC,Silverbox Corp Iii,2023-04-28,2024-11-01,Technology,2024-10-30
SBYN,Seebeyond Technology Corp,2000-11-01,2005-08-25,Technology,2005-08-25
SC,Santander Consumer Usa Holdings Inc,1962-07-02,2022-01-28,Consumer Discretionary,2022-01-28
SCA,Stellus Capital Investment Corp,1962-07-02,2008-12-16,Financial,2021-02-11
SCAI,Surgical Care Affiliates Inc,1996-12-26,2017-03-23,Healthcare,2017-03-23
SCB,Community Bankshares Inc,1996-11-20,2008-10-31,Financial,2008-10-31
SCBI,Scb Computer Technology Inc,1996-02-15,2000-04-14,Technology,2004-03-05
SCBL,Sun Community Bancorp Ltd.,1999-07-02,2002-03-28,Financial,2002-03-28
SCBS,Southern Community Bancshares Inc,1996-12-23,2000-01-14,Financial,2000-01-14
SCCB,Sachem Capital Corp,1994-07-07,1999-11-12,Materials,2024-06-28
SCCC,Sachem Capital Corp,,2025-09-29,Materials,2025-09-29
SCCS,Specialty Chemical Resources Inc,,2000-01-27,Materials,2000-01-27
SCEIQ,Sino Clean Energy Inc,,2015-08-27,Energy,2015-08-27
SCES,Successories Inc,1996-09-16,2002-08-01,Consumer Discretionary,2002-08-01
SCFS,Seacoast Financial Services Corp,1998-11-20,2004-07-23,Financial,2004-07-23
SCG,Scana Corp,1962-07-02,2018-12-31,Energy,2018-12-31
SCHSQ,School Specialty Inc,,2013-06-11,Industrials,2013-06-11
SCIL,Scientific Learning Corp,1981-02-17,2012-10-17,Healthcare,2012-10-17
SCIXF,Scailex Corp Ltd.,1982-11-01,1999-08-15,Communication Services,2014-10-29
SCLD,Steelcloud Inc,2000-10-19,2010-01-06,Materials,2014-04-11
SCLL,Stem Cell Innovations Inc,,1999-04-13,Technology,1999-04-13
SCLN,Sciclone Pharmaceuticals Inc,1992-03-17,2017-10-13,Healthcare,2017-10-13
SCLR,Scolr Pharma Inc,,2013-11-12,Healthcare,2013-11-12
SCMF,Southern Community Financial Corp,2002-01-02,2012-10-01,Financial,2012-10-01
SCMP,Sucampo Pharmaceuticals Inc,2007-08-02,2018-02-12,Healthcare,2018-02-13
SCMR,Sycamore Networks Inc,1999-10-22,2013-03-07,Communication Services,2016-11-21
SCNB,Suffolk Bancorp,2015-12-18,2017-03-31,Financial,2017-03-31
SCNT,Scient Corp,1999-05-14,2002-07-29,Healthcare,2001-11-07
SCNYA,Saucony Inc,1998-05-22,2005-09-16,Consumer Discretionary,2005-09-16
SCNYB,Saucony Inc,1998-05-22,2005-09-16,Consumer Discretionary,2005-09-16
SCOA,Scion Tech Growth I,2021-02-05,2022-12-21,Technology,2022-12-21
SCOB,Scion Tech Growth Ii,2021-04-05,2023-02-10,Technology,2023-02-10
SCOP,Scopus Video Networks Ltd.,1995-11-17,2009-03-12,Communication Services,2009-03-12
SCOPY,Scoot Com PLC,,2001-08-17,Consumer Discretionary,2001-08-17
SCOXQ,Sco Group Inc,,2011-05-23,Technology,2011-05-23
SCPH,Scpharmaceuticals Inc,2017-11-17,2024-12-31,Healthcare,2025-10-06
SCPL,Sciplay Corp,2019-05-03,2023-10-20,Energy,2023-10-20
SCPS,Scopus Biopharma Inc,1983-11-11,2022-12-16,Healthcare,2022-12-16
SCPX,Scorpius Holdings Inc,2024-02-06,2024-12-31,Communication Services,2025-04-21
SCQ,Stellus Capital Investment Corp,,2017-08-21,Financial,2017-08-21
SCR,Score Media & Gaming Inc,1968-11-25,2021-10-18,Communication Services,2021-10-18
SCRA,Sea Containers Ltd.,,2008-10-20,Industrials,2008-10-20
SCRB,Sea Containers Ltd.,,2009-01-14,Industrials,2009-01-14
SCRJY,Scor Holding (switzerland) Ltd.,,2008-06-27,Financial,2008-06-27
SCRX,Sciele Pharma Inc,2006-06-19,2008-10-09,Healthcare,2008-10-09
SCTL,Societal Cdmo Inc,2022-03-22,2024-04-05,Healthcare,2024-04-05
SCTT,Scott Technologies Inc,1992-01-31,2001-05-03,Energy,2001-05-03
SCTTB,Scott Technologies Inc,1998-05-26,1998-12-15,Energy,1998-12-15
SCU,Sculptor Capital Management Inc,2005-10-03,2023-11-16,Financial,2023-11-16
SCUEF,Storm Cat Energy Corp,,2008-12-01,Energy,2008-12-01
SCUR,Secure Computing Corp,1995-11-17,2008-11-18,Technology,2008-11-18
SCV.A,Scania Aktiebolag,,2003-01-14,Industrials,2003-01-14
SCV.B,Scania Aktiebolag,,2003-01-10,Industrials,2003-01-10
SCVX,Scvx Corp,2020-03-16,2022-03-04,,2022-03-04
SCWX,Secureworks Corp,2016-04-22,2024-12-31,Communication Services,2025-01-31
SCX,Starrett L S Co.,1962-07-02,2024-05-22,Industrials,2024-05-22
SCYL,Sports Club Co Inc,,2014-04-08,Communication Services,2014-04-08
SCZ.A,Security Capital Group Inc,,2002-05-14,Financial,2002-05-14
SCZ.B,Security Capital Group Inc,,2002-05-14,Financial,2002-05-14
SDBT,Soundbite Communications Inc,2007-11-01,2013-07-03,Communication Services,2013-07-03
SDCCQ,Smiledirectclub Inc,,2023-10-03,Technology,2023-10-03
SDCO,Spiros Development Corp Ii Inc,1972-12-14,2000-08-31,Financial,2000-08-31
SDHM,Sundance Homes Inc,,1999-08-18,Communication Services,1999-08-18
SDI,Standard Diversified Inc,1965-03-23,2020-07-15,Financial,2020-07-15
SDIG,Stronghold Digital Mining Inc,2021-10-20,2024-12-31,Materials,2025-03-14
SDII,Special Devices Inc,1991-08-07,1998-12-15,Technology,1998-12-15
SDLI,Sdl Inc,1995-03-16,2001-02-13,Technology,2001-02-13
SDLPQ,Seadrill Partners LLC,,2021-05-24,Energy,2021-05-24
SDNA,Sedona Corp,1999-04-07,2003-01-08,Financial,2010-09-27
SDOCQ,Sandridge Energy Inc,,2016-10-04,Energy,2016-10-04
SDOI,Standard Diversified Opportunities Inc,,2017-05-12,Financial,2017-05-12
SDON,Sandston Corp,,2004-04-06,Financial,2004-04-06
SDPI,Superior Drilling Products Inc,2014-05-23,2024-07-31,Energy,2024-07-31
SDRC,Structural Dynamics Research Corp,1987-09-29,2001-08-31,Technology,2001-08-31
SDRLF,Seadrill Ltd.,,2022-02-22,Energy,2022-02-22
SDRV,Stardrive Solutions Inc,2001-08-06,2001-11-16,Utilities,2001-11-16
SDTA,Siderca Saic,,2002-12-13,Communication Services,2002-12-13
SDTHQ,Shengdatech Inc,,2012-10-16,,2012-10-16
SDW,Southdown Inc,1969-10-28,2000-11-16,Industrials,2000-11-16
SDXC,Switch & Data Facilities Company Inc,2007-02-08,2010-04-30,Communication Services,2010-04-30
SEAC,Seachange International Inc,1996-11-05,2023-08-25,Communication Services,2023-08-25
SEBL,Siebel Systems Inc,1996-06-28,2006-01-31,Technology,2006-01-31
SEC,Specialty Equipment Companies Inc,1968-03-11,2000-11-20,Industrials,2000-11-20
SECAY,Societe Europeenne De Communication SA,1998-11-04,2000-10-13,Communication Services,2000-08-03
SECBY,Societe Europeenne De Communication SA,1998-11-04,2000-10-13,Communication Services,2000-10-13
SECM,Secom General Corp,1987-06-02,2000-12-29,Materials,2000-12-29
SECOY,Secoo Holding Ltd.,,2024-04-25,Consumer Discretionary,2024-04-25
SEDN,Sed International Holdings Inc,,2016-03-04,Financial,2016-03-04
SEEC,Seec Inc,1997-01-22,2003-11-13,Communication Services,2009-04-07
SEELQ,Seelos Therapeutics Inc,,2024-10-15,Healthcare,2024-10-15
SEEQ,Seeq Technology Inc,1983-10-12,1999-06-22,Technology,1999-06-22
SEGU,Segue Software Inc,1996-03-28,2006-04-19,Technology,2006-04-19
SEH,Spartech Corp,1978-12-08,2013-03-12,Financial,2013-04-01
SEHI,Southern Energy Homes Inc,1993-03-12,2004-01-15,Energy,2006-10-20
SEII,Sharing Economy International Inc,2018-01-08,2018-12-04,Industrials,2022-02-02
SELA,Seitel Inc,1999-02-25,1999-12-14,Materials,2007-02-16
SEMA,Sema Group PLC,2000-07-31,2001-05-11,Technology,2001-05-11
SEMD,Seamed Corp,1996-11-19,1999-07-23,Communication Services,1999-07-23
SEMIQ,All American Semiconductor Inc,,2011-10-31,Technology,2011-10-31
SEMUF,Siem Industries Inc,,1998-10-08,Industrials,1998-10-08
SEN,Semco Energy Inc,2000-01-06,2007-11-08,Energy,2007-11-08
SEND,Sendgrid Inc,1983-03-22,2019-01-31,Technology,2019-01-31
SENGQ,Storage Engine Inc,,2004-12-27,Technology,2004-12-27
SENO,Senorx Inc,2007-03-29,2010-07-06,,2010-07-06
SEOAY,Stora Enso Corp,,2007-10-31,Materials,2007-10-31
SEP,Spectra Energy Partners Lp,1972-11-13,2018-12-14,Energy,2018-12-14
SEPC,Seiler Pollution Control Systems Inc,1994-02-03,1998-10-12,Utilities,1998-10-12
SEPR,Sepracor Inc,1991-09-20,2009-10-20,Healthcare,2009-10-20
SERO,Serologicals Corp,1995-06-15,2006-07-14,Healthcare,2006-07-14
SEW,Singer Co N V,1991-08-02,2000-05-03,Communication Services,2000-05-03
SEWY,Seaway Food Town Inc,1972-12-14,2000-08-01,Consumer Staples,2000-08-01
SFA,Scientific Atlanta Inc,1968-01-30,2006-02-24,Communication Services,2006-02-24
SFAM,Speedfam Ipec Inc,1995-10-10,2002-12-06,,2002-12-06
SFC,Spirit Realty Capital Inc,1962-07-02,2007-08-01,Real Estate,2007-08-01
SFED,Sfs Bancorp Inc,1995-06-30,1999-09-03,,1999-09-03
SFEG,Santa Fe Gold Corp,,2020-12-16,Communication Services,2020-12-16
SFES,Safeguard Scientifics Inc,,2024-02-09,Financial,2024-02-09
SFFB,Southern Financial Bancorp Inc,1993-12-14,2004-04-30,Financial,2004-04-30
SFFC,Statefed Financial Corp,1994-01-05,2004-03-11,Financial,2004-03-10
SFFPQ,Sheffield Pharmaceuticals Inc,,2003-06-02,Healthcare,2003-06-02
SFFS,Sound Federal Bancorp Inc,1998-10-08,2006-07-14,Financial,2006-07-14
SFG,Stancorp Financial Group Inc,1999-04-16,2016-03-07,Financial,2016-03-07
SFGH,Safeguard Health Enterprises Inc,,2004-07-01,Healthcare,2004-07-01
SFLX,Smartflex Systems Inc,1995-08-01,1999-08-25,Materials,1999-08-25
SFLY,Shutterfly Inc,2006-09-29,2019-09-24,Communication Services,2019-09-24
SFN,Stifel Financial Corp,1964-06-15,2011-09-02,Financial,2016-07-26
SFNT,Safenet Inc,2000-11-01,2007-04-12,Technology,2007-04-11
SFRT,Appreciate Holdings Inc,,2023-10-26,Technology,2023-10-26
SFS,Smart & Final Stores Inc,1972-04-03,2019-06-19,Consumer Discretionary,2019-06-19
SFSF,Successfactors Inc,2007-11-20,2012-02-22,Technology,2012-02-22
SFSK,Safeskin Corp,1993-11-17,2000-02-08,Consumer Staples,2000-02-08
SFSL,Security First Corp,1988-01-22,1998-10-22,Financial,1998-10-22
SFSW,State Financial Services Corp,1992-08-12,2005-10-03,Financial,2005-10-03
SFTC,Stratesec Inc,,2002-10-15,Healthcare,2002-10-15
SFTGQ,Shift Technologies Inc,,2023-10-18,Energy,2023-10-18
SFUNY,Fang Holdings Ltd.,,2022-05-17,Financial,2022-05-17
SFX.A,Sfx Entertainment Inc,,2000-08-01,Communication Services,2000-08-01
SFXEQ,Sfx Entertainment Inc,,2016-12-02,Communication Services,2016-12-02
SFYWQ,Swift Energy Co.,,2016-04-21,Energy,2016-04-21
SGB,Southwest Georgia Financial Corp,1980-03-05,2020-04-02,Financial,2020-04-02
SGBK,Stonegate Bank,2014-05-28,2017-09-26,Financial,2017-09-26
SGBXQ,Sg Blocks Inc,,2016-07-01,Communication Services,2016-07-01
SGDDQ,Sgd Holdings Ltd.,,2005-01-27,Technology,2005-01-27
SGDE,Sportsmans Guide Inc,1998-02-05,2006-08-30,Communication Services,2006-08-30
SGE,Strong Global Entertainment Inc,1962-07-02,2024-09-27,Communication Services,2024-09-27
SGEN,Seagen Inc,2001-03-07,2023-12-13,Healthcare,2023-12-13
SGFY,Signify Health Inc,2021-02-11,2023-03-28,Healthcare,2023-03-28
SGICQ,Silicon Graphics Inc,,2009-12-16,Technology,2009-12-16
SGID,Silicon Graphics Inc,,2006-10-16,Technology,2006-10-16
SGK,Schawk Inc,1995-01-05,2014-07-29,,2014-07-29
SGM,Stonegate Mortgage Corp,1962-07-02,2017-05-31,Financial,2017-05-04
SGMA,Sigmatron International Inc,1972-12-14,2024-12-31,Industrials,2025-07-25
SGNS,Signature Inns Inc,1997-01-21,1999-05-07,Consumer Discretionary,1999-05-06
SGNT,Sagent Pharmaceuticals Inc,1999-04-14,2016-08-29,Healthcare,2016-08-29
SGP,Schering Plough Corp,1962-07-02,2009-11-03,Healthcare,2009-11-03
